timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
2022-12-22 12:13:30+00:00,"b'Via Tokopedia, Promo Gratis Ongkir 1. Original Asin https://t.co/5TuGQ1Cig2 2. Pedas Asin https://t.co/93QONhKkYE Jaminan rasa enak atau uang kembali. Rambak Dong, rambak istimewa dari kulit sapi asli pilihan, bukan kulit sapi sisa industri, tidak berbau dan nggak bikin batuk.'",b'sociogeeks_',[],Burundi,15014,0,0
2022-12-22 12:12:39+00:00,b'Nama Meja Bank BRI stainless berholder aluminium krom mulai Rp. 245.000 di Media Promosindo. https://t.co/SKnsJ3lsbW  #namedesk #namedeskBRI #namameja #namamejaBRI #tellernamedesk #chasiernamedesk #receptionnamedesk #namamejateller #namamejakasir #namamejaresepsionis #replika',b'm_promosindo2',"['namedesk', 'namedeskBRI', 'namameja', 'namamejaBRI', 'tellernamedesk', 'chasiernamedesk', 'receptionnamedesk', 'namamejateller', 'namamejakasir', 'namamejaresepsionis', 'replika']",Dk Bulak Banteng Sek 3/28A Sby,235,0,0
2022-12-22 12:11:32+00:00,b'Merah merona ready langsung ae order gas!  Shopee: https://t.co/1nL2M6df9b Tokped: https://t.co/uIL01Okoq1 https://t.co/haaiA99fAK',b'IrsatOfficial',[],"Cibitung, Indonesia",534,0,0
2022-12-22 12:10:41+00:00,b'@tokopedia Ini lebih berfaedah min \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0',b'jeJAKAki',[],Singapore,1784,0,0
2022-12-22 12:10:24+00:00,"b'Aku mau infoin kalau dia lagi promo akhir tahun yang menurut aku lumayan banget, single item dan bundlingnya\xc2\xa0diskon up to 30%\xc2\xa0selama 24 jam!  Saran aku beli bundlenya, karna lebih hemat\xf0\x9f\x98\x98\xf0\x9f\xab\xb6 https://t.co/PN2TjII5Y3'",b'2023akubahagia',[],Jakarta Capital Region,12293,0,0
2022-12-22 12:09:56+00:00,"b'@thxoyg selalu ada, selalu bisa hanya di tokopedia'",b'swtxadorable',[],iyan,2399,0,0
2022-12-22 12:09:19+00:00,b'sayang kamu banyak banyak https://t.co/0ospLLFo07',b'correythecat',[],,156,0,0
2022-12-22 12:08:45+00:00,"b'@JUALAN_BASE Npure Barenbliss Jarte jadi 50an aja  Dear Me Beauty, Implora, Vaseline, Erha, Mediheal  \xf0\x9f\x93\x8dJakbar  LINK CHECKOUT\xc2\xa0 \xf0\x9f\x91\x87\xf0\x9f\x91\x87 (khusus npure dm buat ubah harganya/boleh tawar by chat shopee)   shopee: https://t.co/Z4o2iEadNi  tokopedia: https://t.co/tqyLPInf7D https://t.co/ev7UtiYqF2'",b'SilviMP01',[],,274,0,0
2022-12-22 12:06:38+00:00,"b'Astagaaaaa kebodohankuuu \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad  Ini pertamakalinya aku order barang lewat tokopedia. Ini kalau nggak salah aku order awal Desember apa akhir November kemarin ya.. lupaaaa Terus kok paketnya di Denpasar terus gitukan di keterangannya. Ternyata baru ngeh, kombinasi alamatnya... https://t.co/bY8D7gz5v9'",b'binnims',[],,89,0,0
2022-12-22 12:06:35+00:00,b'@JUALAN_BASE Semuanya baru yaa nder.. Dom jakarta  Via tokped: https://t.co/c7h9Z44keV https://t.co/58OBIleztO',b'xxbabybreath',[],,0,0,0
2022-12-22 12:05:53+00:00,"b'Coba cek ini, deh: ""Hampers Natal Kolacica Cookies Christmas Special Edition - isi 12"" Rp123.000 di toko kolacica_jkt Tokopedia. Bisa bebas ongkir, lho. https://t.co/GU4l7HZMcr https://t.co/SnobKf96Ob'",b'settiiip',[],"Tangerang, Indonesia",335,0,0
2022-12-22 12:04:29+00:00,b'@taedyflowery @tokopedia Lah terus kerdus gede apakah isinya pc aja?',b'nagwonj',[],,58,0,0
2022-12-22 12:04:10+00:00,"b'@literarybase bukan preloved tapi resale BBW, mungkin berminat juga? \xf0\x9f\x98\x84\xf0\x9f\x90\xbe  https://t.co/xgXC7LXKJV https://t.co/CsesT5SkaV'",b'BookMeoww',[],"Jakarta, Indonesia",9,0,0
2022-12-22 12:03:46+00:00,b'@nagwonj @tokopedia tidak ada kak',b'taedyflowery',[],Purple City,354,0,0
2022-12-22 12:03:11+00:00,"b'Mau lepas beberapa koleksi buku, edisi mau ganti bacaan baru dan udah selesai dibaca. Kondisi mulus semua dan original. Untuk price bisa langsung DM ya! Bisa via Tokopedia juga\xf0\x9f\x91\x8c  Thank you! https://t.co/fVkSKGpMi7'",b'temporaryppl_',[],,4501,0,1
2022-12-22 12:02:50+00:00,b'Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 #followers #like #lfl #indonesia 21',b'mimif_05',"['followers', 'like', 'lfl', 'indonesia']",,23,0,0
2022-12-22 12:02:40+00:00,b'Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 21',b'mimif_02',[],,1,0,0
2022-12-22 12:02:39+00:00,b'Jual followers - Instagram - Twitter - Bukalapak - Tokopedia - Shopee Wa 0816.220.553 11',b'xmfth_',[],,286,0,0
2022-12-22 12:01:24+00:00,"b'\xe2\x9c\xa8\xf0\x9f\x8e\x89Belanja perangkat jaringan makin asik melalui Marketplace toko Citraweb  Temukan Toko Citraweb di beberapa Marketplace Favoritmu seperti Tokopedia, Shopee, Bukalapak, Blibli, Lazada dan TikTok Shop \xf0\x9f\x9b\x92https://t.co/q417HsAUSD  #Marketplace #Citraweb #NetworkAppliance https://t.co/hTNGvAV8tX'",b'citraweb_com',"['Marketplace', 'Citraweb', 'NetworkAppliance']",Indonesia,922,0,0
2022-12-22 12:01:00+00:00,b'@rlgxg https://t.co/eM3KoY9noJ ini nder bagus packagingnya',b'simpleithings',[],,1019,0,0
2022-12-22 12:00:50+00:00,"b'\xe2\x9c\xa8\xf0\x9f\x8e\x89Belanja perangkat jaringan makin asik melalui Marketplace toko Citraweb  Temukan Toko Citraweb di beberapa Marketplace Favoritmu seperti Tokopedia, Shopee, Bukalapak, Blibli, Lazada dan TikTok Shop \xf0\x9f\x9b\x92https://t.co/sOGm370ZjF  #Marketplace #Citraweb #NetworkAppliance https://t.co/CvK1u7mioM'",b'mikrotik_id',"['Marketplace', 'Citraweb', 'NetworkAppliance']",Citraweb Solusi Teknologi,12757,0,0
2022-12-22 12:00:13+00:00,"b'Open Gestun limit paylater : \xf0\x9f\x9b\x92 kredivo, Homecredit, BRI Ceria,traveloka VN,credit Card,gopayLater/cicil, dan tokopedia card \xf0\x9f\x9b\x92 Akulaku   \xf0\x9f\x92\x8c Co via tokped bisa apply voucher cashback &amp; diskon barang #zonauang 3'",b'jaeyong123_',['zonauang'],Democratic People's Republic o,452,0,1
2022-12-22 12:00:02+00:00,"b'Celana Cargo GU by Uniqlo second, cek di sini \xf0\x9f\x91\x89 https://t.co/GntniARlaB  second thrift thrifting preloved bekas monza tokopedia tokped uniqlo cargo pants https://t.co/3DPMKstn0b'",b'bercelanaa',[],"Yogyakarta, Indonesia",2,0,0
