timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
2022-12-22 12:12:13+00:00,b'Ada yg shopee nya error ga sih? Pliss deh \xf0\x9f\xa5\xba',b'chaniecann',[],,286,0,0
2022-12-22 12:12:09+00:00,b'bra di shopee lucu2 tapi kenapa ga ada yg cup nya gede sikkk \xf0\x9f\x98\x94',b'popmiekari',[],"Semarang, Jawa Tengah",4246,0,0
2022-12-22 12:12:03+00:00,"b'@tanamfess Dulu pernah beli Rosemary di shopee, Alhamdulillah bagus, pengepakan aman, rapi, 3 hari perjalanan kayaknya, masih hidup sampai sekarang subur, Alhamdulillah \xf0\x9f\x98\x87 https://t.co/gbXNPbMHU3'",b'djedjeandrea',[],"Kebumen, Indonesia",562,0,0
2022-12-22 12:12:00+00:00,b'@__Shopee__ @ndagels Berarti dia nglkuin tdk dgn 1 laki\xc2\xb2',b'dede918979231',[],,46,0,0
2022-12-22 12:11:50+00:00,b'Shopee ngapa begini',b'hvdollars',[],,48,0,0
2022-12-22 12:11:44+00:00,"b'Halo ka, E2Shop Jual Akun Premium dan Followers Sosmed Tentunya Bergaransi\xf0\x9f\x94\xa5 \xf0\x9f\x94\xa5 \xf0\x9f\x94\xa5   Bisa order via shopee? Tentunya bisa Bestieeeeeee\xf0\x9f\x94\xa5   Cuzz Kepoin Toko Kita\xf0\x9f\x94\xa5  https://t.co/767awPfAr1  #zonauang #zonaba #zonajajan https://t.co/B6CBAP1sRT'",b'e2shop_',"['zonauang', 'zonaba', 'zonajajan']",,2,0,0
2022-12-22 12:11:40+00:00,b'shopee brengsek bgt yak giliran semua saldo w pindahin ke spay malah apk nya down',b'rmurmurm',[],Smg,2428,0,1
2022-12-22 12:11:39+00:00,b'cowok berlanyard shopee',b'radiantkuromi',[],,359,0,0
2022-12-22 12:11:32+00:00,b'Merah merona ready langsung ae order gas!  Shopee: https://t.co/1nL2M6df9b Tokped: https://t.co/uIL01Okoq1 https://t.co/haaiA99fAK',b'IrsatOfficial',[],"Cibitung, Indonesia",534,0,0
2022-12-22 12:11:31+00:00,"b'@Cheryl1Blossom Sering ada thread lewat soal shopee nya dihack terus make spaylater sampe belasan juta, akhirnya kita yang bayar tunggakannya meskipun udah diajuin ke pihak shopee'",b'haechan_itb',[],,98,0,0
2022-12-22 12:11:27+00:00,b'Cek MARBELAN TUNIK LONG WANITA CRINCLE dengan harga Rp55.100 - Rp57.475. Dapatkan di Shopee sekarang! https://t.co/r75nMs2C3c https://t.co/oLBwx1mCeN',b'SitiNur67307020',[],,2,0,0
2022-12-22 12:11:20+00:00,b'Shopee error nihhh',b'imluckygirl10',[],bumi,358,0,0
2022-12-22 12:11:19+00:00,b'Shopee kenapa lagi sih? Gini mulu dari tadi https://t.co/ym11uFm93D',b'furochannn',[],planet mars,300,0,1
2022-12-22 12:11:09+00:00,"b""@ShopeeID @Shopee_id Ma'af min aku ga percaya dengan giveaway ginian\xf0\x9f\x98\xa5 5 thn lebih main Shopee ga Pernah Kasih hadiah... Swmoga Saja km tidak php Sama ke yg lain yah..""",b'evannn',[],"DKI Jakarta, Indonesia",3491,0,0
2022-12-22 12:11:05+00:00,b'@ShopeeID @Shopee_id mau yang A #RedmiA1dariShopee',b'Dstinan_',['RedmiA1dariShopee'],,461,0,0
2022-12-22 12:10:59+00:00,"b'Tgkla weh harga offer : https://t.co/ozxKg4Up5O  Pergi serbu cepat, Available dekat semua store smpai 26 December !! https://t.co/31dU8GsggN'",b'tipstiketmurah',[],Kuala Lumpur,1509,0,0
2022-12-22 12:10:44+00:00,b'shopee error mulu dari sore',b'dciamons',[],she / her. ,290,0,0
2022-12-22 12:10:38+00:00,b'Saya menjual SABUN HARMONY MELON 70... seharga Rp2.350. Dapatkan di Shopee sekarang! https://t.co/0zJsqp17jv #ShopeeID https://t.co/StguPoPtAD',b'lingeriemurah62',['ShopeeID'],,1,0,0
2022-12-22 12:10:34+00:00,b'#Shopee lagi error kah? Dari tadi klo buka menu lain malah balik ke halaman utama terus.',b'Elsa_Edelweis',['Shopee'],Depok,93,0,1
2022-12-22 12:10:08+00:00,"b'@chajatta_2302 @discountfess Mjb kak, ini belanja dmn mskdnya? Shopee?'",b'sakalanagara',[],Blambangan,4328,0,0
2022-12-22 12:10:06+00:00,b'Bantu aku Dekor Rumah di Shopee Candy untuk mendapatkan EMAS 30 GRAM! https://t.co/RL5J1cWCtk https://t.co/yNPVIGqghC',b'jisungcheekz',[],,334,0,0
2022-12-22 12:10:00+00:00,b'Saya menjual SABUN HARMONY JERUK 70... seharga Rp2.350. Dapatkan di Shopee sekarang! https://t.co/9xkSH5HLU6 #ShopeeID https://t.co/uymR4mWS8u',b'lingeriemurah62',['ShopeeID'],,1,0,0
2022-12-22 12:09:56+00:00,"b'Tiktok shop paling the best saat ini sih, shopee lewat~ semurah itu darlenggg'",b'bintangraraa',[],𝐉𝐎𝐉𝐎 𝟐𝟒/𝟕,333,0,0
2022-12-22 12:09:54+00:00,b'@ochkye_ Bibitnya bisa beli disini kaa\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb \xf0\x9f\x94\x97 https://t.co/DyB6Y7qzb9 https://t.co/fAMaTX4Lk2',b'delisshaa',[],,516,0,0
2022-12-22 12:09:41+00:00,b'shopee kenapa sih',b'rresfeberr',[],FAST RESPON KE WA,215,0,0
2022-12-22 12:09:41+00:00,b'orang frik beli coklat di shopee alias meleleh cokkk',b'hiddensalazar',[],Azkaban,467,0,0
2022-12-22 12:09:34+00:00,b'@OOTDFESS ini linknya ya gengs - sender https://t.co/EuD2q5xgAq https://t.co/8Jip7W1H5u',b'so_febulous',[],ISFP-T,2097,0,1
2022-12-22 12:09:28+00:00,"b'Suka bingung kalau belanja skincare-makeup selain official store yg original &amp; harganya oke.   Aku nemu toko yg cuma jual original dan lagi ngadain year-end sale up to 90%, yang diskon produk viral, kemarin aku beli setting spray! #racuninskincare  Cus \xe2\xa4\xb5\xef\xb8\x8f https://t.co/cW8XV4OQD7 https://t.co/eh9hgp1FtK'",b'beautiaf',['racuninskincare'],📩 DM or beautiafs@gmail.com,6618,1,0
2022-12-22 12:09:22+00:00,"b'@Viana06_ @lxriousz @tanyarlfes mjb kak, sistem pembagian keuntungan jd agen shopee nya kya gimana ya?'",b'kusumafamily_',[],,185,0,0
2022-12-22 12:09:09+00:00,b'Casing untuk jam .. Apple  https://t.co/QDI14Mj68A https://t.co/Pk1sACTzUN',b'zalyazahari',[],,27346,0,0
2022-12-22 12:09:07+00:00,"b'Jual followers, likes, retweet, views, dll untuk Twitter, IG, Tiktok, Shopee, YouTube.  Proses hanya butuh username  #NFT #ratszone #zonauang https://t.co/2gIjkybVtB'",b'49157',"['NFT', 'ratszone', 'zonauang']",QRIS/DANA/Crypto,157,0,0
2022-12-22 12:09:02+00:00,b'Yang suka pakai strap nipis boleh la ni for Apple too !   https://t.co/R9n3OI6qHC https://t.co/0qzwI8PM1n',b'zalyazahari',[],,27346,0,0
2022-12-22 12:08:59+00:00,"b'shopee knp sih anjrit, bete bgt \xf0\x9f\x98\xa9 error mlu drtd, gjls \xf0\x9f\x98\x80\xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab\xf0\x9f\x98\x8a'",b'chifuyeow',[],Indonesia,446,0,1
2022-12-22 12:08:56+00:00,b'shopee lama banget errornya',b'saturnush01',[],🏳️‍🌈,61,0,1
2022-12-22 12:08:45+00:00,"b'@JUALAN_BASE Npure Barenbliss Jarte jadi 50an aja  Dear Me Beauty, Implora, Vaseline, Erha, Mediheal  \xf0\x9f\x93\x8dJakbar  LINK CHECKOUT\xc2\xa0 \xf0\x9f\x91\x87\xf0\x9f\x91\x87 (khusus npure dm buat ubah harganya/boleh tawar by chat shopee)   shopee: https://t.co/Z4o2iEadNi  tokopedia: https://t.co/tqyLPInf7D https://t.co/ev7UtiYqF2'",b'SilviMP01',[],,274,0,0
2022-12-22 12:08:41+00:00,b'Ada banyak jenis sini for Apple watch \xe2\x8c\x9a  https://t.co/eiNcQkKs98 https://t.co/bRtO2uY8D4',b'zalyazahari',[],,27346,0,0
2022-12-22 12:08:20+00:00,b'@ShopeeID @Shopee_id Mau A #RedmiA1dariShopee',b'sllawatyy_',['RedmiA1dariShopee'],Indonesia,5,0,0
2022-12-22 12:08:20+00:00,b'SHOPEE LAMA BGT SI ERROR NYAAAA @ShopeeID',b'sogymogy',[],"DKI Jakarta, Indonesia",1244,0,1
2022-12-22 12:08:16+00:00,b'@greenmoonizer menu Pengaturan Perangkat &gt; Aplikasi &gt; Aplikasi Shopee &gt; Penyimpanan &gt; Bersihkan Data. Kalau masih ada kendala lainnya bisa hubungi mimin melalui DM ya. Stay safe \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb ^AM (2)',b'ShopeeID',[],Jakarta Capital Region,895252,0,0
2022-12-22 12:08:16+00:00,b'@Capekjadibadut @ShopeeID Udh bisa blm ka? Liat resinya di shopee seller center aja ka... Td aku jg gt',b'iamjasmineglory',[],"Citeureup, Indonesia",15,0,0
2022-12-22 12:08:10+00:00,b'/wal shopee buhan kam mau lah dibuka?',b'banjarbase',[],"Kalimantan Selatan, Indonesia",27049,0,0
2022-12-22 12:07:55+00:00,b'@ShopeeID @Shopee_id Mau B #ResmiA1dariShopee',b'Taniya_Ra1',['ResmiA1dariShopee'],,795,0,0
2022-12-22 12:07:52+00:00,"b'@greenmoonizer Halo kak, mohon maaf atas ketidaknyamanannya terkait aplikasi Shopee yang eror. Saat ini kami sedang melakukan pengecekan. Namun jangan khawatir, kamu bisa coba secara berkala ya. Mimin sarankan juga untuk bersihkan data pada aplikasi Shopee kamu di (1)'",b'ShopeeID',[],Jakarta Capital Region,895252,0,1
2022-12-22 12:07:51+00:00,b'shopee emang lagi error kah?',b'_fahrezaaa_',[],bi.,1406,0,0
2022-12-22 12:07:50+00:00,b'@hafizh97 Kirain shopee ku tok',b'mbadesain',[],pontianak,2272,0,0
2022-12-22 12:07:49+00:00,b'@ShopeeID @Shopee_id Yang B #RedmiA1dariShopee',b'ArviadiPutra',['RedmiA1dariShopee'],"Kota Takengon, Indonesia",3,0,0
2022-12-22 12:07:41+00:00,b'Shopee ngapa kali dri sore error \xf0\x9f\x98\xb5',b'RusrusTandus',[],Jakarta,1239,0,0
2022-12-22 12:07:32+00:00,"b'Tgkla weh harga offer : https://t.co/OQoySVBlqL  Pergi serbu cepat, Available dekat semua store smpai 26 December !! https://t.co/rtVealWAMU'",b'KashonMY',[],,17577,0,1
2022-12-22 12:07:18+00:00,"b'@bibieee____ @berrycocho @ohmybeautybank Boleh bgtt https://t.co/6o76VXxKK0  Tapi biasanya aku langsung beli offline, di alfa/indomaret ada kokk'",b'choiildish',[],she/her.,453,0,0
2022-12-22 12:07:02+00:00,b'Saya menjual ADIDAS NEO LABEL MID... seharga Rp290.000. Dapatkan di Shopee sekarang! https://t.co/gvHbE0T7Sb #ShopeeID https://t.co/kp6epAMDRY',b'yudidoain',['ShopeeID'],"ÜT: -6.40946,106.79504",256,0,0
2022-12-22 12:06:51+00:00,"b'@Capekjadibadut Kami sarankan juga untuk bersihkan data pada aplikasi Shopee kamu di menu Pengaturan Perangkat &gt; Aplikasi &gt; Aplikasi Shopee &gt; Penyimpanan &gt; Bersihkan Data."" Moga membantu. Jika ada kendala bisa info ke DM @ShopeeID ya kak. Met malam\xf0\x9f\x99\x8f^CE (2/2)'",b'ShopeeID',[],Jakarta Capital Region,895252,0,0
2022-12-22 12:06:41+00:00,b'@ShopeeID @Shopee_id B  #RedmiA1dariShopee mauu min wml',b'haechan_q58',['RedmiA1dariShopee'],GA hunter acc !,547,0,0
2022-12-22 12:06:41+00:00,"b'\xf0\x9f\x8c\x9f Pluvia AMIRA Sepatu Heels Wanita Sandal Hak Tahu 5 Cm \xf0\x9f\x8c\x9f  \xe2\xad\x90 : 4,9 Cek Diskon : https://t.co/jwN4llxzor https://t.co/OAkpnSj242'",b'RacunRkomendasi',[],,21,0,0
2022-12-22 12:06:31+00:00,b'Tiga kali lebih pantas = 3mbps \xf0\x9f\x98\x82.   3mbps bukak shopee pun tak lepas la menteri komedi hihi. https://t.co/NJuDwS3E5C',b'ADzakiIbrahim',[],"Kelantan, Malaysia",662,0,0
2022-12-22 12:06:25+00:00,b'Shopee Tanam   Sirbal skrng by notif   Akun ke 1  https://t.co/YYbO6rdGDh  Akun ke 2 :  https://t.co/FZFlERQEiE',b'sleeepppyy',[],,284,0,0
2022-12-22 12:06:18+00:00,b'Shopee lg ngapa siiiiii \xf0\x9f\x98\xa4',b'misaaayIR_',[],"Indonesia, paris",213,0,0
2022-12-22 12:06:17+00:00,b'Mana sebelumnya gua udah co shopee lagi \xf0\x9f\x98\xad',b'inipacarmegumi',[],,1,0,0
2022-12-22 12:06:13+00:00,b'@ShopeeID @Shopee_id akuuu mau B  #RedmiA1dariShopee',b'haechan_q58',['RedmiA1dariShopee'],GA hunter acc !,547,0,0
2022-12-22 12:06:12+00:00,b'Shopee lagi error ya? :(',b'ravencherry_',[],nowhere,382,0,0
2022-12-22 12:06:10+00:00,b'Shopee error \xf0\x9f\x98\x92. Ptg td angah dh kena. Shopee aku elok je..la ni aku pulak g kena..',b'aaaa_zzzz17',[],Malaysia,10,0,0
2022-12-22 12:06:07+00:00,b'Jual Gamis Syari Ceruty Renda / Gamis Terbaru Mix Renda Bunga Cantik / Gamis Ceruty Babydoll | Shopee Indonesia https://t.co/tvDmkxWaiS https://t.co/poARAilxDL',b'WartaCiamis',[],Ciamis,2360,0,0
2022-12-22 12:06:04+00:00,b'@ShopeeID @Shopee_id B  #RedmiA1dariShopee mauuu',b'haechan_q58',['RedmiA1dariShopee'],GA hunter acc !,547,0,0
2022-12-22 12:05:52+00:00,b'shopee lagi gangguan kh?',b'bamibambiii',[],Indonesia,363,0,0
2022-12-22 12:05:51+00:00,b'@ShopeeID KAK INI SHOPEE MAU EROR SAMPE KAPAN YA?MANA BARU TOP UP SHOPEEPAY:(',b'lesarasara',[],males=miskin=mati,356,0,0
2022-12-22 12:05:48+00:00,b'@ShopeeID @Shopee_id aku pilih B  #RedmiA1dariShopee',b'haechan_q58',['RedmiA1dariShopee'],GA hunter acc !,547,0,0
2022-12-22 12:05:47+00:00,b'Wts PO Photo Folio V TAEHYUNG BTS VEAUTIFUL DAYS  ADA LEBIHAN CO NIH\xf0\x9f\xa5\xb0 Price: 520k (est 600gr)-low profit   Sharing Photofolio Taehyung Veautiful Day\xf0\x9f\x98\x8d \xe2\x80\xa2 RPC + Minpos + Stamp 270.000 Go wa\xe2\x9c\x85 CO shopee/spaylater\xe2\x9c\x85 \xf0\x9f\x8f\xa1Jatim',b'sweetariansid',[],Based on Surabaya/Gresik,872,0,0
2022-12-22 12:05:40+00:00,"b'Temen-temen yang butuh verif nokos untuk Spotify, Line, OVO, Shopee, Gojek, Telegram (tele), ig, FD, Vidio, tiktok, Grab, Amazon, bumble dan apps lainnya bisa chat aku ke WA, ya. Harga aman di kantong. Take bundle dapat harga spesial.\xf0\x9f\x92\x9b  #zonauang\xe1\x85\xa0 #zonauang  1'",b'de_arIin',"['zonauangᅠ', 'zonauang']",Business purposes♡,472,0,0
2022-12-22 12:05:31+00:00,b'shopee errornya pas lg nungguin shopeefood dah dodol bgt',b'avochadoes',[],🇮🇩🇰🇷🇯🇵,1122,0,0
2022-12-22 12:05:29+00:00,b'@caratsmarket @paindawa Atau lewat Shopee gitu',b'caayyling_88',[],,72,0,0
2022-12-22 12:05:29+00:00,b'@hengunicorn bisa dp shopee ga kak?',b'chococheesie',[],ig: choco.cheesie🧸,512,0,0
2022-12-22 12:05:21+00:00,b'@user20040208 @JUALAN_BASE Avo mrt 110k Avo divine aura serum 100k Bisa dinego bisa shopee\xf0\x9f\x99\x8f',b'aprilliana716',[],"Sragen, Indonesia",55,0,0
2022-12-22 12:05:15+00:00,"b'\xe2\x9c\xa8Rekomendasi Outer Cewek\xe2\x9c\xa8  1. \xe2\xad\x904,9 \xf0\x9f\x94\x97https://t.co/hjPKUpDCQC 2. \xe2\xad\x90\xf0\x9f\x94\x97https://t.co/9ELExDJdpY 3. \xe2\xad\x904,9 \xf0\x9f\x94\x97https://t.co/nDEO6UTKV8 4. \xe2\xad\x904,9 \xf0\x9f\x94\x97https://t.co/jCLeUmvA6z  Outer cewek ini murah dan bagus banget kualitasnya, cocok banget untuk kuliah/kerja/nge-date/hangout loh https://t.co/xf84Opg1rR'",b'henllies',[],,124,0,1
2022-12-22 12:05:11+00:00,b'@ShopeeID @Shopee_id Kalo rejeki pasti Dateng pengen ganti yang ini kalo buat sekolah udah susah  mau yang B. Xiaomi 12 lite #RedmiA1dariShopee',b'Tygyu19',['RedmiA1dariShopee'],,130,0,0
2022-12-22 12:05:11+00:00,b'Ini Shopee kenapa lagi? Kok error? Ga bisa dibuka dari dua jam yang lalu \xf0\x9f\x98\x9e... Gimana ini? @ShopeeID https://t.co/tvCuW3shg3',b'diva_acm',[],"Jakarta - Bandung, Indonesia",557,0,2
2022-12-22 12:05:08+00:00,b'@RacunLocal Shopee kalian ndak error ?',b'kindaschwensza',[],"Kota Bandung, Jawa Barat",16,0,0
2022-12-22 12:04:58+00:00,"b'@rizarul umpan link shopee ja page2 mcmni, entah mana dia ambek model keta, pstu letak link shopee mcm shopee jual keta lak...'",b'aleokrz',[],01000-43000-50400,427,0,0
2022-12-22 12:04:49+00:00,b'Shopee ku kok errorr gini yak ???',b'igehboyyahh',[],"Jawa Barat, Indonesia",831,0,0
2022-12-22 12:04:46+00:00,"b'Dasher ni memang one of the trusted shop dekat Shopee. Siap ada offer 25 ringgit je doee untuk ni, add to cart cepat. Nanti kita battle untuk checkout!!!\xf0\x9f\x94\xa5  https://t.co/sjIbGlg3Av https://t.co/NR0guk05Je'",b'shopeecheckk',[],,32111,0,1
2022-12-22 12:04:38+00:00,"b'@realchanjin yhhhh salammm nack,,, coba buka dari notif shopee'",b'banginhokiciw',[],she/her 98L,1162,0,0
2022-12-22 12:04:36+00:00,b'@ShopeeID min shopee lg gangguan kah?',b'rismadwip',[],,1528,0,0
2022-12-22 12:04:35+00:00,b'Sejatinya sindiran pagi2 tadi adalah pengingat bahwa bulan ini aku lebih banyak belanja shopee dibanding uang buat makan\xf0\x9f\xa5\xb9',b'detylight',[],,3,0,0
2022-12-22 12:04:34+00:00,b'@jkversee Kami sarankan juga untuk bersihkan data pada aplikasi Shopee kamu di menu Pengaturan Perangkat &gt; Aplikasi &gt; Aplikasi Shopee &gt; Penyimpanan &gt; Bersihkan Data . Moga membantu \xf0\x9f\x99\x8f^NF',b'ShopeeID',[],Jakarta Capital Region,895252,0,0
2022-12-22 12:04:34+00:00,b'@__Shopee__ @TxtdariHI iwan bule kan pasti',b'magnumsober',[],Jauh,200,0,0
2022-12-22 12:04:31+00:00,"b'Shopee kenapa eror disaat lapar gini siih,  Lapar wooooy, mana dirumah gada apa2 lagi \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",b'myemodumpster',[],,4,0,0
2022-12-22 12:04:18+00:00,b'@ShopeeCare mohon bantuan nya tiap buka aplikasi shopee selalu begini https://t.co/O4Oc9q1X31',b'dwiastdmyt',[],"ÜT: -6.275935,106.799345",9,0,0
2022-12-22 12:03:54+00:00,"b'Kerjaanmu apa?  - shopee affiliate, job snapgram, job isi kuisioner, job ikut webinar, freelance perawat klinik -  Semoga secepatnya dapat pekerjaan tetap, aminn \xf0\x9f\x92\x90\xf0\x9f\x92\xab'",b'trianaslndr',[],,416,0,0
2022-12-22 12:03:50+00:00,b'@ShopeeCare shopee gabisa d buka kembali k halaman utama Mulu knp nih',b'siscafrahmawati',[],,444,0,0
2022-12-22 12:03:48+00:00,b'@ShopeeID shopee lagi error ya min?',b'haechan_q58',[],GA hunter acc !,547,0,0
2022-12-22 12:03:47+00:00,b'Guys shopee kalian dah bisa??? Masa aku barusan minjem HP temen buat CO bisa \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',b'taetaetea30',[],link shopee 👉🏻,554,0,0
2022-12-22 12:03:35+00:00,b'ini shopee errornya lama amat aku mau jajan',b'_fromyk',[],,369,0,0
2022-12-22 12:03:29+00:00,"b'WTS PRELOVED dijual Catokan Curly Keriting - NVMEE AQUARIUS -  \xf0\x9f\x93\xadbisa shopee \xf0\x9f\x93\x8ddom pemalang. Free ongkir jateng-jogja khusus yang ga nego \xf0\x9f\x92\xb5 200k,- \xe2\x9c\xa8kabel semua masih berfungsi dengan baik  Jual karena gabisa pakenya, baru coba sekali aja. Wts wtb. https://t.co/aM0w8VvPkm'",b'windaylush',[],,11,0,0
2022-12-22 12:03:16+00:00,"b'orang"" kok mudah dapat pacar itu link shopee nya mana ya??'",b'2001lvy',[],,39,0,0
2022-12-22 12:03:13+00:00,b'@ShopeeID @Shopee_id Yang B #RedmiA1dariShopee',b'Nallaabr',['RedmiA1dariShopee'],Nganjuk,121,0,0
2022-12-22 12:03:08+00:00,b'@ShopeeID @Shopee_id Bismillahirrahmanirrahim mau yang A. POCO M5s \xf0\x9f\x99\x8f #RedmiA1dariShopee',b'revelwin',['RedmiA1dariShopee'],,135,0,0
